source	type	name_source	name	description
Greek	mythological figures			Panthous — An elder of Troy.
Greek	mythological figures			Paris — A son of Priam whose abduction of Helen resulted in the Trojan War.
Greek	mythological figures			Parthenos (Παρθένος) — princess of the Island of Naxos who leapt into the sea to escape her father's wrath; Apollo transformed her into demi-goddess.
Greek	mythological figures			Parthenopeus — one of the Seven Against Thebes.
Greek	mythological figures			Patroclus — A comrade of Achilles who was killed by Hector during the Trojan War.
Greek	mythological figures			Peirous — A Thracian ally of the Trojans.
Greek	mythological figures			Peisenor — The name of several mythological figures.
Greek	mythological figures			Peisidice — The name of several mythological figures.
Greek	mythological figures			Peisistratus — The youngest son of Nestor.
Greek	mythological figures			Pelopia — The name of several mythological figures.
Greek	mythological figures			Peneleos — An Achaean soldier in the Trojan War.
Greek	mythological figures			Penthilus — The name of several mythological figures.
Greek	mythological figures			Periboea — The name of several mythological figures.
Greek	mythological figures			Perigune — Daughter of Sinis and lover of Theseus.
Greek	mythological figures			Perileos — The name of several mythological figures.
Greek	mythological figures			Perimede — The name of several mythological figures.
Greek	mythological figures			Perimedes — The name of several mythological figures.
Greek	mythological figures			Periphas — The name of several mythological figures.
Greek	mythological figures			Periphetes — The name of several mythological figures.
Greek	mythological figures			Peristhenes — The name of several mythological figures.
Greek	mythological figures			Phaenops — The name of several mythological figures.
Greek	mythological figures			Phaëton — A son of Helios who lost control of his father's sun chariot and was struck down by Zeus to prevent disaster.
Greek	mythological figures			Phalanthus — The name of several mythological figures.
Greek	mythological figures			Phalerus — A son of Alcon who sailed with the Argonauts.
Greek	mythological figures			Pharis — A son of Hermes and founder of Pharae in Messene.
Greek	mythological figures			Phemius — An Ithacan poet who performs in the house of Odysseus.
Greek	mythological figures			Phialo — A lover of Heracles.
Greek	mythological figures			Philemon — A virtuous old man who was rewarded by Zeus.
Greek	mythological figures			Philoctetes — A famed archer who participated in the Trojan War.
Greek	mythological figures			Phlias — A son of Dionysus who sailed with the Argonauts.
Greek	mythological figures			Phocus — the name of several mythological figures.
Greek	mythological figures			Phoebe (Φοίβη) — the name of several mythological figures.
Greek	mythological figures			Phoenix — one of the Myrmidons who participated in the Trojan War.
Greek	mythological figures			Phorbas — The name of several mythological figures.
Greek	mythological figures			Phorcys — A Phrygian ally of Priam in the Trojan War.
Greek	mythological figures			Phrastor — The name of several mythological figures.
Greek	mythological figures			Phrixus — A son of Athamas and Nephele, rescued by Chrysomallus, the ram with the golden fleece.
Greek	mythological figures			Phrontis — A son of Phrixus who sailed with the Argonauts.
Greek	mythological figures			Phylacus — The name of several mythological figures.
Greek	mythological figures			Phylas — The name of several mythological figures.
Greek	mythological figures			Phyleus — Son of Augeas.
Greek	mythological figures			Phyllis — wife of Demophon of Athens.
Greek	mythological figures			Phylonoe (Φυλονόη), daughter of Tyndareus and Leda, made immortal by Artemis
Greek	mythological figures			Physadeia — The name of several mythological figures.
Greek	mythological figures			Physcoa — member of the Sixteen Women and lover of Dionysus.
Greek	mythological figures			Phytalus — An Attic hero encountered by Demeter.
Greek	mythological figures			Pleuron — eponym of Pleuron, Aetolia.
Greek	mythological figures			Plexippus — The name of several mythological characters.
Greek	mythological figures			Podalirius — A healer and son of Asclepius who participated in the Trojan War.
Greek	mythological figures			Polites — The name of several mythological figures.
Greek	mythological figures			Polyboea — The name of several mythological figures.
Greek	mythological figures			Polycaon — The name of several mythological figures.
Greek	mythological figures			Polycaste — The name of several mythological figures.
Greek	mythological figures			Polydorus — The name of several mythological figures.
Greek	mythological figures			Polymele — The name of several mythological figures.
Greek	mythological figures			Polypheides — The name of several mythological figures.
Greek	mythological figures			Polystratus — A youth of Dyme, Achaea.
Greek	mythological figures			Polyxenus — The name of several mythological figures.
Greek	mythological figures			Polyxo — The name of several mythological figures.
Greek	mythological figures			Praxithea — The name of several mythological figures.
Greek	mythological figures			Presbon — The name of several mythological figures.
Greek	mythological figures			Proclia — Daughter of Laomedon, sister of Priam and wife of Cycnus.
Greek	mythological figures			Procrustes — A rogue smith and bandit from Attica who attacked people.
Greek	mythological figures			Promedon — Possibly a follower of Orpheus.
Greek	mythological figures			Pronax — A brother of Adrastus.
Greek	mythological figures			Prosymnus — A shepherd who aided Dionysus in rescuing Semele from Hades.
Greek	mythological figures			Protesilaus — The first Greek soldier to die at Troy.
Greek	mythological figures			Prothoenor — one of the Greek leaders in the Trojan War.
Greek	mythological figures			Psophis — The name of several mythological figures.
Greek	mythological figures			Pterelaos — The name of several mythological figures.
Greek	mythological figures			Ptous — eponym of Mount Ptous in Boeotia.
Greek	mythological figures			Pygmalion — A sculptor who fell in love with his own creation.
Greek	mythological figures			Pylaeus — A Pelasgian ally of the Trojans.
Greek	mythological figures			Pylaemenes — An Enetian ally of the Trojans.
Greek	mythological figures			Pyraechmes — A Paeonian ally of the Trojans.
Greek	mythological figures			Pyramus — Tragic lover of Thisbe, on whom Shakespeare's Romeo is based.
Greek	mythological figures			Pyrrha — Wife of Deucalion.
Greek	mythological figures
Greek	mythological figures			Rarus — A possible father of Triptolemus.
Greek	mythological figures			Rhadine and Leontichus — Star-crossed lovers.
Greek	mythological figures			Rhoeo — A lover of Apollo.
Greek	mythological figures
Greek	mythological figures			Saon — The name of several mythological figures.
Greek	mythological figures			Schedius — The name of several mythological figures.
Greek	mythological figures			Schoeneus — The name of several mythological figures.
Greek	mythological figures			Scylaceus — A Lycian ally of the Trojans.
Greek	mythological figures			Selemnus — A man who loved the sea nymph Argyra.
Greek	mythological figures			Selene — The goddess of the moon.
Greek	mythological figures			Sidero — Stepmother of Tyro.
Greek	mythological figures			Socus — The name of several mythological figures.
Greek	mythological figures			Solymus — Ancestral hero of the Solymi tribe in Lycia.
Greek	mythological figures			Sostratus — A beloved of Heracles.
Greek	mythological figures			Sparta — wife of Lacedaemon for whom the city of Sparta was named.
Greek	mythological figures			Staphylus — The name of several mythological figures.
Greek	mythological figures			Stentor — A herald of the Greek forces during the Trojan War.
Greek	mythological figures			Stheneboea — Daughter of Iobates and consort of Proteus.
Greek	mythological figures			Sthenele — The name of several mythological figures.
Greek	mythological figures			Sthenelus — The name of several mythological figures.
Greek	mythological figures			Stratonice — The name of several mythological figures.
Greek	mythological figures			Strophius — The name of several mythological figures.
Greek	mythological figures			Stymphalus — A son of Elatus.
Greek	mythological figures			Syleus — A Lydian who forced people to dig his vineyard and was killed by Heracles.
Greek	mythological figures			Syme — Eponym of the island Syme.
Greek	mythological figures
Greek	mythological figures			Teuthras — a native of Magnesia, who fought at Troy and was killed by Hector and Ares.[1]
Greek	mythological figures			Teuthras — an Athenian, founder and eponym of Teuthrone in Laconia.[2]
Greek	mythological figures			Teuthras — Brother of Tyres and one of the companions of Aeneas.[3]
Greek	mythological figures			Teuthras — a young man of Argos, son of Iphiclus; he was shot to death by the Amazon Hippolyta during the Parthian War.[4]
Greek	mythological figures			Tecmessa — The name of several mythological figures.
Greek	mythological figures			Tegeates — founder of Tegea.
Greek	mythological figures			Telecleia — A daughter of Ilus and wife of Cisseus.
Greek	mythological figures			Telegonus — Son of Circe and Odysseus.
Greek	mythological figures			Telemachus — Son of Odysseus and Penelope, and a central character in the Odyssey.
Greek	mythological figures			Teleon — father of Butes and Eribotes.
Greek	mythological figures			Telephassa — wife of Agenor and mother of Cadmus.
Greek	mythological figures			Tenes — eponymous hero of Tenedos.
Greek	mythological figures			Termerus — A bandit killed by Heracles.
Greek	mythological figures			Theiodamas — The name of several mythological figures.
Greek	mythological figures			Themiste — A daughter of Ilus and mother of Anchises.
Greek	mythological figures			Themisto — Third wife of Athamas.
Greek	mythological figures			Theobule — The name of several mythological figures.
Greek	mythological figures			Theonoe — The name of several mythological figures.
Greek	mythological figures			Theophane — A lover of Poseidon, changed into an ewe.
Greek	mythological figures			Thero — The name of several mythological figures.
Greek	mythological figures			Thersander — The name of several mythological figures.
Greek	mythological figures			Thersites — A soldier of the Greek army during the Trojan War.
Greek	mythological figures			Thespius — founder-king of Thespiae Boeotia.
Greek	mythological figures			Thestius — father of Iphicles.
Greek	mythological figures			Thestor — The name of several mythological figures.
Greek	mythological figures			Thisbe — Tragic lover of Pyramus, on whom Shakespeare's Juliet is based.
Greek	mythological figures			Thoas — A leader of the Aetolian armies during the Trojan War.
Greek	mythological figures			Thoön — The name of several mythological figures.
Greek	mythological figures			Thrace, the daughter of Oceanus and Parthenope, and sister of Europa
Greek	mythological figures			Thrasymedes — Soldier who fought on the side of the Greeks in the Trojan War.
Greek	mythological figures			Thymoetes — The name of several mythological figures.
Greek	mythological figures			Timandra — Daughter of Leda and Tyndareus.
Greek	mythological figures			Tithonus — lover of Eos, granted immortality but not eternal youth.
Greek	mythological figures			Tlepolemus — A son of Heracles who fought in the Trojan War of the side of the Greeks.
Greek	mythological figures			Toxeus — The name of several mythological characters.
Greek	mythological figures			Trambelus — A son of Telamon and half-brother of Ajax.
Greek	mythological figures			Trochilus — Possible inventor of the chariot linked to cults of Hera and Demeter.
Greek	mythological figures			Troezen — A son of Pelops and eponym of the city Troezen.
Greek	mythological figures			Trophonius — An architect, brother of Agamedes.
Greek	mythological figures			Tydeus — father of Diomedes and one of the Seven Against Thebes.
Greek	mythological figures			Tyres, a companion of Aeneas along with his brother Teuthras.[5]
Greek	mythological figures			Tyres, a warrior in the army of Perses who fought and died in the war between Perses and Aeetes.[6]
Greek	mythological figures			Tyro — Daughter of Salmoneus.
Greek	mythological figures
Greek	mythological figures			Ucalegon — An elder of Troy.
Greek	mythological figures
Greek	mythological figures			Xanthippe — The name of several mythological figures.
Greek	mythological figures			Xanthius — A descendent of Bellerophon and father of Leucippus.
Greek	mythological figures			Xanthus — The name of several mythological figures.
Greek	mythological figures			Xuthus — A son of Hellen and Orseis and father of Ion and Achaeus.
Greek	mythological figures
Greek	mythological figures			Zarex — A son of Carystus and founder of the town Zarex in Laconia.
Greek	mythological figures			Zetes — An Argonaut and son of Boreas.
Greek	mythological figures			Zeuxippe — The name of several mythological figures.
Greek	mythological figures			Zeuxippus — The name of several mythological figures.



Animals				Adzebill
Animals				Aardwolf
Animals				Turaco
Animals				Ichneumon
Animals				Nyala
Animals				Dabchick
Animals				Nutria
Animals				Solenodon
Animals				Linsang
Animals				Aberdevine
Animals				Morel
Animals				Thamin
Animals				Guenon
Animals				Yaffingale
Animals				Grayling
Animals				Mangabey
Animals				Culex
Animals				Dobsonfly
Animals				Percheron
Animals				Brachet
Animals				Coypu
Animals				Francolin
